157
112769413769/136353506250 11361706673/1725993750
7150334803/8629968750 55418366479/8629968750
35959685033/43149843750 280945662119/43149843750
5526299471047/6605378081250 43097830343821/6605378081250
4398605333357/5241843018750 34122082072151/5241843018750
573438079237/681767531250 55432086829/8629968750
727317767/862996875 10889609687/1725993750
450664422043/529880081250 3347072882549/529880081250
19098867443/22437918750 147770788499/22437918750
236599667051/277884993750 1752383176093/277884993750
116331448769/136353506250 11089051673/1725993750
5895836069/6903975000 44322124817/6903975000
16219476881/18985931250 119708980783/18985931250
1475813491/1725993750 3630299671/575331250
1479431371/1725993750 10913626103/1725993750
123124774213/143257481250 920505625109/143257481250
713891509171/830202993750 5242728685253/830202993750
1503550571/1725993750 33195420109/5177981250
10554386293/12081956250 76587514049/12081956250
1508072921/1725993750 66561293393/10355962500
4537182833/5177981250 100086256307/15533943750
1515610171/1725993750 11140897003/1725993750
1190044199459/1344549131250 17475414310049/2689098262500
19884748943/22437918750 144802717999/22437918750
1532493611/1725993750 33740870269/5177981250
249796851121/277884993750 1804952169103/277884993750
1553296421/1725993750 68265825143/10355962500
123342974669/136353506250 871773024617/136353506250
1568300111/1725993750 11179115423/1725993750
1589635091/1725993750 33061097189/5177981250
67796918294401/73598099493750 477653208748393/73598099493750
797577493/862996875 11128234423/1725993750
12770883553/13807950000 264404825687/41423850000
8006497783/8629968750 27763378622/4314984375
845507409997/909598706250 344433534113/53505806250
20889192443/22437918750 433136165497/67313756250
188689935007/201941268750 433892003117/67313756250
4911692859607/5241843018750 102319289696453/15725529056250
325953047/345198750 2231069821/345198750
815480743/862996875 33181179269/5177981250
1633467941/1725993750 33166932589/5177981250
1508289629/1593225000 427771303/66384375
68094828791/71916406250 2797794877103/431498437500
629056183/663843750 4272956569/663843750
3281208623/3451987500 11069732807/1725993750
503893144237/529880081250 3396610029491/529880081250
36194459567/37971862500 121367518153/18985931250
221252969/231318750 1472686517/231318750
414318453829/429772443750 922734766249/143257481250
1221846079/1265728750 2223555931/345198750
292757125039/303199568750 5858590140581/909598706250
5001372313/5177981250 3705592601/575331250
108365286079/112189593750 722389797997/112189593750
8339450053/8629968750 333413455249/51779812500
5348249897/5532031250 106846373113/16596093750
36169448449/37396531250 722175939971/112189593750
5009000085847/5177981250000 11110894514657/1725993750000
333958519/345198750 1111402271/172599375
12527057488/12944953125 27775543853/4314984375
640622770939/661746003750 1420226082409/220582001250
2566156742521/2649400406250 17060407840553/2649400406250
5080176979327/5241843018750 33758928718111/5241843018750
128701657/132768750 831760301/132768750
3013632143/3106788750 6665658533/1035596250
1675719611/1725993750 10975591423/1725993750
132397272271/136353506250 877210738553/136353506250
63753988283/65587762500 421872345619/65587762500
1677798067/1725993750 11105757431/1725993750
903509669/929381250 855004231/132768750
134009895269/136353506250 877298912917/136353506250
1697426891/1725993750 11111953963/1725993750
1698331361/1725993750 7411757157/1150662500
6531826309297/6605378081250 42750173282321/6605378081250
1329964549219/1344549131250 17408775772409/2689098262500
16017440218031/16181191406250 34917181509661/5393730468750
578672537/575331250 34063128769/5177981250
1743554861/1725993750 22803448721/3451987500
510651887/503990175 9915319508/1511970525
5330986609607/5241843018750 11514860660717/1747281006250
13180133/12922825 85020159/12922825
9166537703693/8980497368700 451356421969231/68578343542800
1656834648386111/1622009074875150 10672624984341923/1622009074875150
36241647140349046/35403610856678025 231118222362724628/35403610856678025
3620095504/3527931225 23168344412/3527931225
87919478359/85643809875 8478936228263/1284657148125
384735104947831/374692600239750 3691249124816512/562038900359625
3581969330909/3480542340600 276005235507119/41766508087200
116856314165687/113285516933550 742783701018841/113285516933550
520771787/503990175 10011436793/1511970525
11406338401/11019806250 72830365393/11019806250
2904611158651/2804739843750 18363551923643/2804739843750
5725630413007529/5526421906444725 36187201387154347/5526421906444725
25917306937741/24979506682650 247647624500707/37469260023975
9863068413200086/9498606441830025 62757270209155973/9498606441830025
174715029/167996725 3347825296/503990175
524480966/503990175 3326577859/503990175
73005763838/70054634325 457900993294/70054634325
37028700342151306/35403610856678025 233746052935366433/35403610856678025
1948396133307047/1859862597433050 6007277552440348/929931298716525
2019790003537/1921500514050 18589942265524/2882250771075
401881783372067/381132545272050 2514339714216431/381132545272050
2128619443/2015960700 3345295321/503990175
27374077387/25889906250 18465896799/2876656250
659522273461/622458137400 499980944926/77807267175
70756397406173/66742099684950 214381497004132/33371049842475
16481377789/15533943750 33271946009/5177981250
2970220112158553/2797753055569875 55332981810113812/8393259166709625
332554607652617/313073263281675 2009382672806956/313073263281675
28670730516263/26968652343750 177767611540759/26968652343750
26593231755581/24979506682650 743327949759911/112407780071925
107323228/100798035 3231132332/503990175
3716421690585062/3488595102520125 23007882709638716/3488595102520125
2685811262/2519950875 16655144369/2519950875
3083851676336/2890987337199 18552508712533/2890987337199
3766812289/3527931225 23298180187/3527931225
37839535508469521/35403610856678025 233692407672813803/35403610856678025
38897066126/36388642953 2337750294937/363886429530
4312876571/4031921400 3325480811/503990175
1759094038539781/1640671244217525 10838675142668983/1640671244217525
10206293121211976/9498606441830025 187632655280219729/28495819325490075
10224174875396186/9498606441830025 62814496815512648/9498606441830025
714672481/663843750 8567591291/1327687500
570802105997/529880081250 3504827595421/529880081250
387017149447/359219894748 1966260426881/304792637968
150085667411/139221693624 3593703739507/556886774496
1553242219846/1440802049375 28586676561641/4322406148125
521510819573/483001538682 12477999700301/1932006154728
108942412/100798035 3256763608/503990175
145153698049/134282313750 887714737189/134282313750
295295105448727/273115714012050 1764647143595561/273115714012050
243144023491427/224815560143850 242116191848006/37469260023975
6532335746476/6037519233525 319504426983319/48300153868200
38723168957/35783302425 6340608168857/966149165475
86933682241541/80266193283900 514617998803663/80266193283900
15487020725333/14292091246875 94446061964444/14292091246875
374505493/345198750 2214019649/345198750
66196572741067/61016350685550 393803966422181/61016350685550
43216971037/39815223825 260925715267/39815223825
4488266177/4115831250 26427605161/4115831250
24570994905749/22516665488850 148973684687057/22516665488850
7982551891229/7287766970250 72331136582608/10931650455375
238302503495214503/217533896287500000 1429535269940979829/217533896287500000
122800120393/112065322200 718517207099/112065322200
9940685513/9058015200 58242487759/9058015200
110696528/100798035 9853592471/1511970525
9488320987/8629968750 57106173491/8629968750
38283675439/34809841950 112365448426/17404920975
52667760231/47752493750 944035545749/143257481250
