189
17085189/160462864 10869649/30086787
50809/474555 346439/949110
2949556672471/20547476957550 707966362493/2417350230300
531265223/2501189583 365620083/3334919444
867339506723/4041267385317 288074842347/1347089128439
583908544567/2672656744710 575567139941/2672656744710
516484246091/2357717369850 2025255600977/9430869479400
2195840423821/9991755525000 718931583901/3330585175000
158735047/716578050 608247509/2866312200
84251/379644 40397/189822
245126672915461/1103652854281740 16757029646077/78832346734410
60959920073/274340245500 9722030069/45723374250
322024923629574715477/1442181325576973140200 313289347840404270511/1442181325576973140200
17942704579/79714799790 2770278777/13285799965
24467057/106568546 0/1
376723815953/1615766762220 357217698499/1615766762220
110117593353309920191/469196414422508408400 7020101551486787818/29324775901406775525
117422655435607819/487311558977343900 109220326236883217/487311558977343900
3410368225552845967/14059477454644433370 1298820129932401363/7029738727322216685
157782713496631/640614770415550 184546440495639/799748375805400
39427155231439047703/159185730513530973540 36894824195889008879/159185730513530973540
101619613826027032207/409996996370203273200 11872995589201791347/51249624546275409150
31413700956171653/125345983407555300 28835808901677079/125345983407555300
85416088895670940003277/337853183234010078761700 77286100460466802769911/337853183234010078761700
454543823815/1750212274893 94202149384/583404091631
401126768751992974620551/1529510366835450060242325 83748182913215485373931/509836788945150020080775
842361292131967/3178988858655600 1417784608783841/8477303623081600
32644296289/122445313840 6650927771/22958496345
533832602687/1979815828302 343468585153/3959631656604
131506577029/478697725575 482623335358/2712620444925
2122571/7592880 588637/1898220
8641679912/30297963975 7313961616/30297963975
40798959842250332947633/142223325315341353277925 118774274237618939098751/568893301261365413111700
1438620613/5012440650 44528771/358031475
162796075173317/565847828958525 144968519398233/754463771944700
85311974104/295308458175 1542994063532/9154562203425
67150912684289/231336007809630 130542260829703/925344031238520
420770193943621556/1447977722310038625 195148312873000433/1447977722310038625
3793122732373/13047714490530 6909486721651/52190857962120
1334178020525731492829/4578256858642304791290 306548089838749052431/2289128429321152395645
395722571584/1357926319515 160755450002/1357926319515
1396774341509/4762530561690 1314083421229/9525061123380
45488661022085/154992100599213 15954306824089/206656134132284
44731908076/151489819875 6310172543/151489819875
179296108697205564237287/603087992068470228603975 162963217988320941848663/804117322757960304805300
7915378655/26116707198 2078529541/13058353599
1723812595/5674285772 4261031447/15604285873
61073363530439/198394676149965 99163266155928/462920911016585
133087228115947140761/426521762875579099600 2956964978740821113/10976663015180344475
287080254856008097/915407515810576300 10850816566859191/40385625697525425
625064520869130960503/1967817007616689747710 750616014176419879333/3935634015233379495420
120637/379644 8283019/29232588
1303587189395/4059537980838 23670280868/119398175907
3539507/11009676 978793165/3421256817
9537445101795347/29256947591509200 2030366389754399/7314236897877300
20435364695999/62494726907100 17304038224607/62494726907100
31387596235695360089/94798784443077524400 6649970059341299663/23699696110769381100
9627529661176999/28989895666101300 32213210083441/115039268516275
369820756916963/1110705281150775 866448695015027/3332115843452325
1798223737/5391972072 164992667/2695986036
15555950094666078357451/46208023605471066870000 1037204344428803408221/5776002950683883358750
12209008361/35430276300 84363721507/318872486700
83598298384381/242445236748455 432308166050471/1697116657239185
710718105827/2054070505770 45403161503/1027035252885
1987937427289/5732435768306 727584603103/2866217884153
358870597009/1026417397694 2135063415019/8211339181552
3912667/11179302 5830883/22358604
1089453035/3110897847 7567692683/29035046572
12774120267986/36165350131125 9689902544798/36165350131125
60103984039/170133949902 3255621260/12152424993
17417188805383/49297591558830 13210252016149/49297591558830
18480442184413/51968326804335 4617597758858/17322775601445
3524811310200877/9821763852068775 884427940517637/3273921284022925
1295555506172099/3506778001572510 607013653060769/2003873143755720
489171308860455491/1323601072833113150 1605305213025520107/5294404291332452600
90784336/244206003 631187665/1953648024
35390023244525/94973570899312 3244429539059/71230178174484
1371434312524403/3646056984751500 41679283677226/911514246187875
171499216549/454115916150 559391095303/1816463664600
44484697560251698/117692491672020065 284412280747101617/5649239600256963120
1426040549/3769856862 7570235/23506512
76688784982033/202611656034385 -35405984580016/202611656034385
9881/26103 0/1
13/34 45/136
29087927/75928800 11840083/49828275
1194022600413878817926/3110919076064214262725 2467766235650419751673/8295784202837904700600
207717989653945276/540965036995544175 3005650992251595911/10098014023916824600
12989114836/33465847503 1458650090305/4551355260408
19749649829765/50783224494186 3965222612227/101566448988372
1760609512702707915943/4488724397835566469300 5104493928193114701/18027005613797455700
709027203544876543/1805334035313667800 1534664840201867047/5416002105941003400
3980616988086062/10091636407177429 24956336584621571/80733091257419432
116710515526280729/294267274093263300 14322910520397311/147133637046631650
1404794821518181/3517836001209300 91645951818902/879459000302325
763478081/1895847225 804286869/2527796300
34097690157937/84455741860950 470863857217/19871939261400
89667889927937417/220905879899546580 63730626543967211/220905879899546580
21121190368799/51804512221644 1632767689493/51804512221644
610458767313077639283278491/1482599492930926517679035100 200905937331928091875997113/1482599492930926517679035100
716473396221571/1737986475776700 2133750497469/7333276269100
8466469876783190195483/20420681713518617768340 587314688845086359123/20420681713518617768340
5452483838/13127994609 1115533120/13127994609
2052397/4872098 -5509/94911
361206834796895/849124440259212 215211716510693/849124440259212
3845454556524906897/9037672706374305700 219385466960349121/968322075682961325
6757190717/15838224114 0/1
46310584852513/108338516641020 1906510197566/27084629160255
13605218220433697/31736478636166800 1783033740229399/7934119659041700
42298978259/98379047940 3704249861/49189523970
459271064743915401813/1063651184025891373300 10128956816884464689/46925787530554031175
77892005680280033/179051115710094000 2963856387200917/13823799374676375
398613411449/911856799760 150382783229/683892599820
1704660554413751/3898873389600300 259576189104081/1299624463200100
2742706536006195961988447/6249797393338529212464700 955459762913213894347822/4687348045003896909348525
8963461095765/20379901399936 202773885313/955307878122
10127522056260321289873/23022792518521440900300 3169012294517810691401/15348528345680960600200
1751314838192324393/3971868376168762100 2491421478649666097/11915605128506286300
28798709038736341023/65180415235404427900 10332438316071643723/48885311426553320925
284557718871279227/641298261462747500 103951895691462077/480973696097060625
20786010974252051/46806310952444100 9123717852321593/46806310952444100
58134569967164387/130799954170311600 6508262207442629/32699988542577900
401108670495334411979/901925740676786138460 197213346815055602957/901925740676786138460
1122110429/2513243280 121420823/628310820
251768627/563138600 -285837311/13515326400
123901421568089/277026353221452 14828208867185/69256588305363
14753402161871098967/32890711472783585700 2053638231423255077/10963570490927861900
19699183711493510324183/43890907825515266760300 3434185458398248247902/76809088694651716830525
1161796072217/2586704394000 123764739239/646676098500
705094572238132032767/1569169570967788332300 10472105117386647293/92304092409869901900
12015207479/26712700950 -106652838/4452116825
156877088605985/347782732520236 1059852565853/5114451948827
360956149/795019200 -1021027341/36040870400
16679342/36620295 11273026/36620295
359137/777546 0/1
652416608/1412080275 -1081605597/64014305800
149441025109/323293757450 -71455350503/1939762544700
4685362662499/10093518466460 392773279081/2752777763580
702335359/1511289222 0/1
131400072558793129/282638698799880900 7377900971584111/141319349399940450
225472089161/483098128932 86513422241/483098128932
2430957289/5202451554 80063911/10404903108
1262608796129/2691709558494 137665104977/19739203428956
18042675829321276923/38461700206885253800 2068111281609025627/13574717720077148400
33274177362977774/70659674699970225 1727893816778831/11083870541171800
120523053658918/255621849200835 -17347573170779/1022487396803340
1105860589/2338417218 18414812/1169208609
876807073439/1850414658054 31577570596/2158817101063
6823/14399 0/1
1316038389762773/2770561204431150 -52105602081647/5541122408862300
529169292750991/1113892578841068 10750425428465/65523092873004
1239798847/2601225777 13718157/3468301036
4944729685811/10358597931360 12469100778607/41434391725440
4377091961/9147522180 520906131/3049174060
4192688494231385/8746019308112064 0/1
2802640861/5846043045 15466776/1948681015
814228414918156399/1694541740609598798 2715279153951723/1129694493739732532
1253537714354252769483/2606493179709440624900 67474853163120208687/710861776284392897700
268238378269075203389/556788763658546268000 118547145263994473/23199531819106094500
2816112449/5811210708 1854961555/5811210708
31576601519879/65004458859744 811879627/2708519119156
244618/503319 0/1
168753999/347166979 701711/4166003748
408529/837450 87929/2372775
1502482179/3075749140 439450249/2306811855
196608545216593/401783238450006 -909524870627/803566476900012
5513583023809/11244391042575 6003602420547/254872863631700
18409060307723021014827/37451575091589660111700 7260787486665705622633/112354725274768980335100
580511758132959694/1176652968720660663 -12892399845245647/4706611874882642652
397137348485119457/795493487278819725 4114546885376363/96423453003493300
875645833/1748735175 8139297/211967900
886754273/1765964301 4763017/138507004
1033400860523779/2024945352276450 44489811402119/4049890704552900
12163/23817 1671/31756
2879439436960593802/5633808716896912725 198367050722986819/22535234867587650900
876618554101339/1704145661338900 384861214485481/5112436984016700
196919/379644 -1629/126548
17364802020253/33336660519690 9918951396041/133346642078760
19583624843/37464117030 11734422911/149856468120
480878816974/919040101575 2939565843609/41663151271400
21735611396/41373065291 24353452341/330984522328
994219741990834/1876784846370153 157146280971983/7507139385480612
376480739023/710003185386 31922269603/1420006370772
18681513711257/34719748256784 2818021827913/60759559449372
5108533719047/9478546311852 465462184349/9478546311852
298199/547689 273097/2190756
620831346979/1135289790375 97055816217/3027439441000
263681/474555 73929/632740
25792722501/45106674209 -3613903093/360853393672
31/51 53/204
178
4  0 2 16 27
6  0 27 30 53 75 1
4  2 5 7 16
4  3 24 18 4
4  3 28 33 24
6  4 18 13 8 6 5
3  5 6 7
3  6 12 7
5  6 8 9 15 12
5  7 12 19 20 16
3  8 10 9
3  8 13 10
3  9 10 11
4  9 11 17 15
5  10 13 26 29 11
6  11 29 34 32 23 17
3  12 15 19
4  13 18 25 26
6  14 82 63 43 42 28
5  14 81 187 102 82
5  15 17 22 21 19
4  16 20 46 27
3  17 23 22
3  18 24 25
3  19 21 20
4  20 21 48 46
4  21 22 49 48
5  22 23 31 58 49
3  23 32 31
5  24 33 38 37 25
4  25 37 36 26
4  26 36 35 29
4  27 46 51 30
4  28 42 40 33
3  29 35 34
3  30 51 53
4  31 32 44 47
4  31 47 62 58
3  32 34 44
3  33 40 38
5  34 35 45 50 44
4  35 36 41 45
4  36 37 39 41
3  37 38 39
6  38 40 59 76 77 39
4  39 77 79 41
3  40 42 59
4  41 79 92 45
4  42 43 63 59
4  44 50 52 47
5  45 92 93 60 50
4  46 48 54 51
4  47 52 64 62
4  48 49 55 54
4  49 58 61 55
3  50 60 52
4  51 54 56 53
6  52 60 98 112 84 64
5  53 56 74 80 75
4  54 55 57 56
4  55 61 68 57
4  56 57 73 74
4  57 68 70 73
5  58 62 65 66 61
3  59 63 76
3  60 93 98
4  61 66 69 68
3  62 64 65
6  63 82 105 95 88 76
4  64 84 67 65
3  65 67 66
4  66 67 71 69
5  67 84 109 104 71
3  68 69 70
4  69 71 72 70
5  70 72 85 78 73
4  71 104 89 72
3  72 89 85
3  73 78 74
6  74 78 86 91 87 80
3  75 80 83
4  76 88 79 77
3  78 85 86
6  79 88 97 106 101 92
3  80 87 83
4  82 102 123 105
5  83 87 94 99 132
4  84 112 113 109
4  85 89 90 86
4  86 90 96 91
3  87 91 94
3  88 95 97
4  89 104 107 90
5  90 107 111 103 96
4  91 96 99 94
3  92 101 93
5  93 101 108 128 98
3  95 100 97
5  95 105 133 140 100
3  96 103 99
4  97 100 126 106
6  98 128 136 125 119 112
5  99 103 121 151 132
4  100 140 145 126
3  101 106 108
11  102 187 183 182 185 180 175 135 131 129 123
4  103 111 118 121
4  104 109 110 107
3  105 123 133
4  106 126 138 108
4  107 110 114 111
5  108 138 166 156 128
4  109 113 115 110
4  110 115 116 114
4  111 114 117 118
3  112 119 113
5  113 119 122 120 115
3  114 116 117
3  115 120 116
6  116 120 127 139 130 117
4  117 130 124 118
3  118 124 121
3  119 125 122
3  120 122 127
7  121 124 163 152 184 188 151
5  122 125 142 143 127
4  123 129 137 133
3  124 130 163
3  125 136 142
4  126 145 162 138
4  127 143 149 139
3  128 156 136
4  129 134 147 137
3  129 131 134
4  130 139 152 163
4  131 144 148 134
3  131 135 144
3  132 151 158
4  133 137 141 140
4  134 148 153 147
4  135 175 167 144
4  136 156 174 142
4  137 147 150 141
7  138 162 146 154 165 168 166
3  139 149 152
4  140 141 146 145
4  141 150 154 146
7  142 174 168 169 172 176 143
4  143 176 177 149
4  144 167 164 148
3  145 146 162
4  147 153 155 150
5  148 164 161 160 153
4  149 177 184 152
4  150 155 157 154
3  151 188 158
4  153 160 159 155
3  154 157 165
3  155 159 157
3  156 166 174
6  157 159 161 170 169 165
3  159 160 161
4  161 164 171 170
4  164 167 173 171
3  165 169 168
3  166 168 174
3  167 175 173
3  169 170 172
6  170 171 181 182 178 172
4  171 173 180 181
3  172 178 176
3  173 175 180
4  176 178 179 177
4  177 179 186 184
4  178 182 183 179
5  179 183 188 184 186
3  180 185 181
3  181 185 182
